Workout Date,Tag,Workout Header,Workout Full Details,Comments
"Sunday, August 6th, 2023",Missed,Workout,"A 15 MIN CARDIO CHOICE:

Results: 

B1 Walking straight leg march:
8-10
Results: 

C 15 MIN CARDIO CHOICE:

Results: 

",No comments
"Saturday, August 5th, 2023",Missed,Workout,"A1 cardio choice 3 mins:

Results: 

",No comments
"Friday, August 4th, 2023",Completed,gain only,"A1 Clean High Pull:
8 sets of 3 reps
done on the min 
using approx 80-90% of your best clean so these are getting after it i would use straps and drop from the top these we want explosive
Results: 185/225 x 2/245 x 5

B1 3 way db alt push press:
right arm one rep
left arm one rep
both arms do a rep
that equals one
do 4-8 reps
rest 90 seconds
x 5 sets
Results: 45 lb dbs
6/6/6/5

C1 Iron Cross alternating dumbbell raise:
of 8--10
rest 30-45 seconds
Results: 15lb dbs

","Todd Roselle: Rise at 7a
Jud Dean: i am sure nice to get home and in your routine buddy!"
"Thursday, August 3rd, 2023",Completed,Rest day,,
"Wednesday, August 2nd, 2023",Completed,Workout,"A 4 rds of:
3 devil press
12 ghd sit ups
Results: Forgot to record this one

3:47

50lb devils

B 5 min walk:

Results: 

C 3 rds of:
15 cal bike 
12 t2b 
8 sand bag over shoulder
Results: 9:19

D 5 min walk:

Results: 

E 2 rds of:
20 box step ups holding dbs
10 cal row
20 box step ups holding 1 db
10 cal row
20 box step ups body wt 
20 cal row
Results: 15:43
50lb dbs

F 5 min walk:

Results: 

G Devil's Press:

Results: 

","Todd Roselle: Done on the correct day, forgot to record it. Rise am normal time ~ 6:30a
Jud Dean: Nice work here my man!!!sandbag is a bear"
"Tuesday, August 1st, 2023",Missed,Workout,"A1 bike:
2:30
Results: 

B Ab Roll Out:
5-8 reps
Results: 

C Strict Dip:
5-8 reps
rest 1 min
x 5sets
Results: 

",No comments
"Monday, July 31st, 2023",Missed,beach workout,"A bear crawls lunges and in and outs:
bear crawl 50 ft
lunge 100 ft
x 16 mins
Results: 

B in and outs:
go into water waste to chest deep
player run runs into shore up into sand about 20 yards does 5 burpee
runs back to partern who then goes
x 16-20 mins have some fun
Results: 

",No comments
"Sunday, July 30th, 2023",Missed,Workout,"A wt vest walk 60 min!:

Results: 

",No comments
"Saturday, July 29th, 2023",Missed,Core day,"A Banded reverse crunch:
3 sets of 24 rest 1 min
Results: 

B 4 sets:
20 ghd sit ups 
20 layback abs 
20 ghd hip ext
10 ab roll outs
3 min cardio of choice recvoery
Results: 

C Ab Roll Out:

Results: 

D GHD Hip Extension:

Results: 

",No comments
"Friday, July 28th, 2023",Completed,Workout,"A 10-10-10:
10 alt db snatch
10 ohs 
10 cal row
rest 1 min
x 6 sets
Results: 50lb db

B 10-20-30 part 2:
10 ghd sit ups
20 kb swings
30 jump rope
x 12 min amrap
Results: 6 rounds + 15

C ski intervals:
150 meter ski
rest 20 seconds
x 5 sets
Results: Done
:32.5
:34.3
:34.3
:34.8
:34.3

","Todd Roselle: Rise at 7a Saturday the 8/5
Jud Dean: Good session to get the Lungs working again buddy have a great weekend"
"Thursday, July 27th, 2023",Completed,"heavy bench with accessory pecs, delts (front side rear)","A Bench Press:
5 sets of 10 reps at 70% of 10rm 
rest 2-3 mins between sets
during rest stretch the lats and prep the pec and rear delts with some band work
band fly and band rear delt are good choices
Results: 155 lb bench

B Banded Lat Stretch:

Results: ✅

C Crossbody band pull - low to high:

Results: ✅

D Single arm band pull apart:

Results: ✅

E seated cable fly/ peck deck or db fly:
rest pause theory
so you will find a wt that is tough for 9-12 reps
then rest 20 seconds
do amrap
rest 20 seconds
do another amrap
rest 2 mins
for 2 sets
Results: Peck deck
100lbs
10/10/9
12/10/8

F incline crush press (2 db press togther):
rest pause theory
so you will find a wt that is tough for 9-12 reps
then rest 20 seconds
do amrap
rest 20 seconds
do another amrap
rest 2 mins
for 2 sets 
rest 2 mins
Results: 45 lb dbs

9/7/5
10/6/5

G decline poliquin press:
rest pause theory
so you will find a wt that is tough for 9-12 reps
then rest 15 seconds
do amrap
rest 15 seconds
do another amrap
rest 2 mins
for 2 sets 
rest 2 mins
Results: 40 lb db

12/7/8
12/8/7

H seated banded side raises:
100 reps rest as needed
Results: Blue

I plate raises:
100 reps rest as needed
Results: 35lb plate sets of 10

","Todd Roselle: Rise at 6:15a
Jud Dean: Awesome lifting day buddy"
"Wednesday, July 26th, 2023",Completed,Rest day,,
"Tuesday, July 25th, 2023",Missed,run repeats 5000 meters,"A 800s:
800 meter run
rest 4 mins
x 2 sets
Results: 

B 400s:
400 meter run
rest 2 mins
x 3 sets
Results: 

C 200s:
200 meter run
rest 1 min
x 5 sets
Results: 

D 100s:
100 meter run
walk back to the start
x 4 sets
Results: 

",No comments
"Monday, July 24th, 2023",Completed,Workout,"A 5 min amraps!:
5 min max cal row
5 min rest
5 min amrap hspu
5 min rest
5 min max cal bike
5 min rest
5 min max strict pull ups
5 min rest
5 min max cal ski
5 min rest
5 min max clean and jerks 165lbs 
5 min rest!
Results: 5 min row:
90 cals
1303 meters
1:55.9 avg

5 min hspu
60

5 min cal bike:
76 cal
2.02 miles
65 rpm

5 min strict pull up
47

5 min cal ski:
76 cals
1201 meters

5 min c and j at 165
25

","Todd Roselle: Rise 7a
Jud Dean: nice day here buddy great volume work to test back in on! single testing well done!"
"Sunday, July 23rd, 2023",Completed,Rest day,,
"Saturday, July 22nd, 2023",Completed,Workout,"A 12-8-4- 15 min amrap:
12 pull ups odd sets* hang pwr clean even sets 
8 thrusters all sets 
4 burpee all sets bar facing
Results: 6+20. Ouch

Strict pull up
135 on cleans
Thrusters at 50

B Forearm braced deadstop row:
10 reps per per 
rest 1 min
x 4 sets
Results: 60lbs

C Concentration Curl:
3 sets of 
5 per arm
4 per arm
3 per arm
2 per arm
1 per arm
rest 1 min
Results: 20/25/30

D Dumbbell Thruster:

Results: 

E Infrared Sauna:
20 mins
Results: 

","Todd Roselle: 7a rise
Jud Dean: Great metcon to accessory buddy well done solid push there on A that is a no where to hide workout"
"Friday, July 21st, 2023",Completed,Workout,"A FRONT squat work:
10-8-6 -5-4 warm ups
% work 5 sets of 3 at 75-80%
rest 3 mins
Results: 115/155/205/225/245
245 for the 5 swts

B for time:
21-18-15-12-9-6-3
cal row row hard
always 30 double unders goal unbroken here focus
bent over rear delt good form here not fast
Results: 13:15
Wasn’t sure about the bent over row. Didn’t incorporate.

C 4 sets:
50 hip ext.
60 double unders
25 ghd sit ups
rest 2 min
Results: Done as well

D sled pull 15 mins:
this is a walk not a run power walk style but no hip shake like the fat women who do it haha walk quick a good load but shouldnt have to stop
Results: 45 lb olate

E bike zone 1 15 mins:

Results: ✅

","Todd Roselle: Rise at 7a
Jud Dean: Bent over rear delt would have been same rep scheme done as a reverse fly for rear delt focus pal"
"Thursday, July 20th, 2023",Completed,Workout,"A 4 rds of:
3 devil press
12 ghd sit ups
Results: 50s
3:38

B 5 min walk:

Results: ✅

C 3 rds of:
12 cal bike 
8 bent over rows
4 muscle ups
Results: 95 lbs on bar
Bar mu

5:09
Done at rise. Had to walk a little between equipment 

Felt smooth

D 5 min walk:

Results: ✅

E 2 rds of:
20 box step ups holding dbs
10 cal ski
20 box step ups holding 1 db
10 cal ski
20 box step ups body wt 
20 cal ski
Results: Longer than I thought it would be
50 lb dbs

16:32

F 5 min walk:

Results: ✅

G Devil's Press:

Results: 

","Todd Roselle: Rise at 7am.
Jud Dean: Good work buddy getting that last part close to 15 is great! Good push"
"Wednesday, July 19th, 2023",Completed,Rest day,,
"Tuesday, July 18th, 2023",Missed,Workout,"A deadlift work up to 75% of your max:
4 sets of 2 reps
Results: 

B speed deadlifts so working how fast you can move safely:
8 sets of 3 at 60% rest 75 seconds between sets
Results: 

C cirucit 5 sets rest 2 min after a set:
8 stiff leg deadlift
rest 30 seconds
8 bent over rows 
rest 30 seconds
8 strict pull ups underhand at wt
rest 30 sec 
8 good mornings
rest 2 mins
Results: 

D 4 sets of:
400 meter run
25 wall ball
15 box jump overs
rest 2 mins
Results: 

",No comments
"Monday, July 17th, 2023",Completed,Workout,"A 100 burpee chipper:
10 burpee
20 db thrusters
10 burpee
30 kb swings
10 burpee
40 push ups 
10 burpee
50 sit ups 
10 burpee 
60 cal row
10 burpee
70 squats 
10 burpee 
80 flutter kicks each 2 count so both legs move is a rep
10 burpee
90 jumping jacks 
10 burpee
Results: 23:06
50lb thruster
52lb kb
Ghd

","Todd Roselle: Rise at 6a
Jud Dean: great old school crossfit tester way to go man!"
"Sunday, July 16th, 2023",Completed,Rest day,,
"Saturday, July 15th, 2023",Missed,Workout,"A Power Clean:
Power clean + 1 Clean
75% x4sets of 1 rep
Results: 

B Clean High Pull:
78% x5sets of 2 reps
78% x4sets of 3 reps
Results: 

C Snatch Balance:
70% x3sets of 2 reps
75% x3sets of 2 reps
80% x3sets of 1 rep
Results: 

D Push Press:
80% x5sets of 5 reps
Results: 

E 21-15-9:
PULL UPS
BAR FACING BURPEE
Results: 

",No comments
"Friday, July 14th, 2023",Missed,movement,"A 40 sec work 20 sec switch movement:
bike
mountain climber
row
med ball chest pass
butterly sit up
box jump step down
alt db snatch...odd rd even db clean and press
skip rope
x 8
Results: 

",No comments
"Thursday, July 13th, 2023",Completed,working through some couplets!,"A 2 parts of 10 mins work:
Part 1. 10:00 amrap 
2.4.6.8.10... DB thrusters, 40lbs 
K2E 
 
rest 5 min walking 

Part 2 5:00 amrap 
3 dips 
12 jump switch lunges 

rest 5 mins walking 

30-20-10-5
db side raises
leg press machine wide stance

rest 5 mins

30-20-10-5
db bent over rear fly
leg press narrow stance
Results: Completed Sunday. Ended up doing beach workouts this week w the lifeguards

1 -completed round of 16
Thrusters ub
2- 10 rounds on dip workout
3/4 - three plates and 10lb dbs

B Single Leg Lying Leg Curl:
1 per side
2 per side
3 per side
4 per side
working up to 10 per side
Results: ✅ good one

","Todd Roselle: Sunday at Rise.
Jud Dean: Fun buddy"
"Wednesday, July 12th, 2023",Completed,Rest day,,
"Tuesday, July 11th, 2023",Completed,Workout,"A Power Snatch:
Power Snatch + 1 Snatch
75% x4 sets of 1 rep
Results: 155
Felt heavy

B Clean and Jerk on the 90 sec:
75-78%x5 sets of 3 reps

drop from the top do the rep on the 20 sec mark
so 3..2..1 
hit a rep
at 20 sec hit rep 2
and 30 sec hit rep 3
rest until the 90 sec mark
Results: 205. Felt heavy

C Clean Pull:
90% x5sets of 5 reps
rest longer than you think 2 mins
be powerful and explosive here 
i would use straps!
Results: 225

D 8-6-4-2:
t2b 
20 double unders 
when you get to 2
start back at 8
x 8 min amrap
Results: Didn’t budget enough time

","Todd Roselle: Done Saturday (after this was prescribed)
Jud Dean: Be sure to hydrate well with the heat if things are feeling heavy always look to audit the days prior to find the why not snappy!!!"
"Monday, July 10th, 2023",Completed,Workout,"A 6 SETS OF:
6 SETS OF 
5 STRICT PRESS 
10 STRICT PULL UPS
15 DEADLIFT WITH BAND RESISTANCE IN FRONT OF YOU
20 BANDED DB PULL OVERS 
50 DOUBLE UNDERS 
REST 2-3 MIN
Results: Done at Rise. 
Strict press at 115

B 5 MIN BIKE:
REST 10 MINS
Results: Miles: 2.04
Cals: 78
Rpm: 65 (69 max)

C 5 MIN SKI:

Results: Mtrs: 1214
Cals: 78
Avg cals: 938

",Todd Roselle: Rise at 6:15a
"Sunday, July 9th, 2023",Completed,Workout,"A Run LUNGE WALK:
RUN 2 MINS
LUNGE 2 MINS
WALK 2 MINS
X 60 MINS!
Results: 2.5 mile weighted vest walk. 

Knees weren’t up for the lunges.

",Jud Dean: Smart play the long game
"Saturday, July 8th, 2023",Missed,Workout,"A cardio mix up:
200 meter run
250 meter row 
if set up doesnt let this work at the gym you are at
do cardio of choice but every 4 min hit the devil press
and pic up the cardio 
every 4 mins stop where you are in the cardio
and do 5 devil press 

this is done on a running clock
20 mins


at 20 min mark
switch the lift to 
4 tng snatch 
and 12 push ups 

do this for the next 20 mins
just a sustainabe pace
Results: 

B Devil's Press:

Results: 

C 12-12-12:
12 ghd sit ups 
12 ball slams
12 walking lunges with slam ball
2 min cardio choice 
x 20 mins
Results: 

",No comments
"Friday, July 7th, 2023",Completed,Workout,"A Strict Dips:
10 reps 
120 JUMP ROPE done as 
10 CROSSOVER 20 NORMAL TO GET TO THE 120
3 MIN ROW
X 5 SETS
Results: Looked easy j the board. Hard in reality

Jump rope were breathers!

Rows were:
1:58.0
1:57.9
1:57.9
1:57.8
1:57.4

B Rower Hamstring Curl:
5 SETS OF 10 REPS
REST 60-90 SECONDS
Results: ✅
60 rest

C Plate Good Morning:
3 SETS OF 20 REPS
REST 60-90 SECONDS
Results: 45 lb plate

","Todd Roselle: YMCA
6:00a
Jud Dean: Well done man love this style session very great engine builder awesome push"
"Thursday, July 6th, 2023",Completed,45 min emom work,"A 45 mins of emom work:
min 1 6-10 TNG SNATCH not be super heavy shouddl be unbroken load managable 
min 2 12-16 MED BALL BOX STEP UPS 
min 3 10 cal bike odd sets 10 cal row even sets 
min 4 30 sec front lean and rest in rings 
min 5 10 BULGARIAN ROW
Results: 1 - 95 (10 then all 8) then 115 for the last 3 all were 6
2 - 30lb med ball - 16 for all except last 3 we’re 12
3 - ✅
4 - ✅
5 - ✅

B Assessment - Powell Raise:
5 set of 8
working 3 sec negative 
focus on that scapula and rhomboid area
rest other arm working
Results: All 7.5 lbs

C Bulgarian Row:

Results: 

","Todd Roselle: Western YMCA. 
5:45a
Jud Dean: Solid buddy early and done with"
"Wednesday, July 5th, 2023",Missed,Workout,"A 15 min zone 1:

Results: 

B Assault Bike max effort:
5 sets of 2 min max effort rest 2 mins
Results: 

",No comments
"Tuesday, July 4th, 2023",Missed,1776,"A 1776:
17 cal row or 17 cal bike *switch each set
7 db bench press
6 db curls 
x 20 mins
Results: 

B 1776:
1 cluster 155 
7 kb swings
7 t2b
6 ghd sit ups 
x 20 mins
Results: 

C Infrared Sauna:
20 mins
Results: 

",No comments
"Monday, July 3rd, 2023",Missed,Workout,"A Back Squat:
work up to a heavy set of 5
but each rep is done as a cluster
so 2 reps
rack it
rest 10 seconds
2 reps
rack it
rest 10 seconds
rest 2 mins 
take 15-20 mins
Results: 

B Barbell Hip Thrust:
5 sets of 8-12
rest 60 sec
Results: 

C Dumbbell Suitcase Reverse Lunge to Single Leg RDL:
3 sets of 8 reps
rest 90 seconds 
use straps even if you have to to not let teh grip be the weak part
make those legs work
Results: 

D Landmine March with band:
3 MINS STEADY PACE ITS GONNA BURN
Results: 

E Alternating 2 Point Plank:
30-40 sec work
20-30 sec rest
x 5 sets
Results: 

F Rower Hamstring Curl:
3 sets of 8-12 reps
Results: 

",No comments
"Sunday, July 2nd, 2023",Missed,Workout,"A WT VEST WALK 60 MINS:

Results: 

",No comments
"Saturday, July 1st, 2023",Missed,Workout,"A BB COMPLEX WORK:
5 BENT OVER ROW
5 PWR CLEANS
5 THRUSTERS 
5 PUSH PRESS 
DONE ON THE 3 MINS
X 7 SETS
Results: 

B 8 MIN AMRAP 4 MIN AMRAP 2 MIN AMRAP:
10 JUMP SWITCH LUNGES
10 GHD SIT UPS 

REST 3 MINS

GO AGAIN BUT FOR 4 MINS

REST 90 SECONDS

GO AGAIN BUT FOR 2 MINS 

DONE
Results: 

",No comments
"Friday, June 30th, 2023",Missed,Workout,"A Banded Russian Kettlebell Swing:
20 reps
rest 1 min
x 5 sets
Results: 

B1 Banded Sumo Deadlift:
5 reps
done as a cluster
2 reps
rest 10 seconds
2 reps
rest 10 seconds
1 rep
rest 2 min
Results: 

C Bulgarian Row:
10 reps
rest 1 min
x 5 sets
Results: 

",No comments
"Thursday, June 29th, 2023",Completed,Workout,"A 3 mile walk:
every 400 meters of your walk so 1/4 do 10 burpees
whole workout in a wt vest

longer session
Results: Boardwalk. 

Completed! 

120 burpees

","Todd Roselle: 6a on biardwalk
Jud Dean: Love these such great volume days"
"Wednesday, June 28th, 2023",Completed,Rest day,,
"Tuesday, June 27th, 2023",Completed,Core day,"A Banded reverse crunch:
3 sets of 24 rest 1 min
Results: Light green band
Ouch

B 4 sets:
20 ghd sit ups 
20 layback abs 
20 ghd hip ext
10 ab roll outs
3 min cardio of choice recvoery
Results: Completed. Erg bike. 
1450 meters play each round

C Ab Roll Out:

Results: 

D GHD Hip Extension:

Results: 

","Todd Roselle: Rise 7:15a
Jud Dean: Love it buddy solid work building up the core for the t2b volume come comp days"
"Monday, June 26th, 2023",Completed,Workout,"A LEG musculear endurace work:
20 CAL BIKE
10 DEADLIFT NORMAL
20 cal row 
10 DEADLIFT SUMO 
rest 3 mins building load 
x 5 sets
Results: 4:30
4:07
3:53
3:47
3:54

135 for all DL. I was sore all week last week after the Monday DL and hamstring work

B LAND MINE PRESS WITH ROTATION:
3 SETS OF 10 PER ARM
10 STANDING AND 10 KNELLING 
BOTH WITH ROTATION
Results: 45 lb plate 

10 for all standing
8 for all kneeling

C ON FLOOR REAR DELTS:
3 SETS OF 15=20
Results: 10 lbs x 20 reps
10lbs x15
7.5 x15

D Powell Raises:
3 sets of 8
working 3 sec negative
Results: 10 lbs for all w meg

","Todd Roselle: Rise 7:00a
Jud Dean: Attacking that weaker link baby"
